Date, Open, High, Low, Close,,Monthly Average (Close),,,Monthly Return,,
10/1/2020,27940.63,28041.46,27669.26,27816.9,,2019/09,26900.214,,,,Average Monthly Return
9/30/2020,27514.64,28026.33,27511.06,27781.7,,2019/10,26736.79609,,-0.006074967,,0.005181814
9/29/2020,27560.24,27605.6,27338.09,27452.66,,2019/11,27797.046,,0.039655085,,
9/28/2020,27362.14,27722.6,27362.14,27584.06,,2019/12,28167.00571,,0.013309318,,Average Monthly Standard Deviation
9/25/2020,26694.51,27239.29,26635.38,27173.96,,2020/01,28879.99429,,0.025312899,,0.071631723
9/24/2020,26716.09,27094.85,26537.01,26815.44,,2020/02,28563.649,,-0.010953786,,
9/23/2020,27413.6,27464.46,26716.12,26763.13,,2020/03,22637.42091,,-0.207474475,,
9/22/2020,27170.34,27333.09,26989.93,27288.18,,2020/04,23293.9,,0.02899973,,
9/21/2020,27484.71,27484.71,26715.15,27147.7,,2020/05,24271.0215,,0.041947527,,
9/18/2020,27864.87,27946.69,27487.97,27657.42,,2020/06,26062.27,,0.073801941,,
9/17/2020,27834.18,28056.79,27647.93,27901.98,,2020/07,26385.83091,,0.012414917,,
9/16/2020,28031.69,28364.77,28021.67,28032.38,,2020/08,27821.36714,,0.054405572,,
9/15/2020,28139.76,28231.06,27931.45,27995.6,,2020/09,27733.39619,,-0.003161992,,
9/14/2020,27718.74,28086.06,27718.74,27993.33,,,,,,,
9/11/2020,27613.86,27828.82,27448.15,27665.64,,,,,,,
9/10/2020,28022.51,28174.78,27447.08,27534.58,,,,,,,
9/9/2020,27711.71,28206.21,27704.54,27940.47,,,,,,,
9/8/2020,27925.23,27925.23,27464.9,27500.89,,,,,,,
9/4/2020,28341.05,28539.75,27664.68,28133.31,,,,,,,
9/3/2020,29090.7,29199.35,28074.76,28292.73,,,,,,,
9/2/2020,28736.79,29162.88,28713.53,29100.5,,,,,,,
9/1/2020,28439.61,28659.26,28290.72,28645.66,,,,,,,
8/31/2020,28643.66,28643.66,28363.55,28430.05,,,,,,,
8/28/2020,28601.29,28733.35,28487.98,28653.87,,,,,,,
8/27/2020,28384.07,28634.22,28363.93,28492.27,,,,,,,
8/26/2020,28257.88,28353.8,28153.91,28331.92,,,,,,,
8/25/2020,28347.42,28400.74,28094.57,28248.44,,,,,,,
8/24/2020,28077.58,28314.94,28041.75,28308.46,,,,,,,
8/21/2020,27758.13,27959.48,27686.78,27930.33,,,,,,,
8/20/2020,27622.68,27781.46,27526.25,27739.73,,,,,,,
8/19/2020,27811.26,27920.42,27647.67,27692.88,,,,,,,
8/18/2020,27853.48,27891.12,27668.79,27778.07,,,,,,,
8/17/2020,27970.05,27999.81,27816.4,27844.91,,,,,,,
8/14/2020,27828.93,27977.81,27759.39,27931.02,,,,,,,
8/13/2020,27922.51,27986.1,27789.78,27896.72,,,,,,,
8/12/2020,27860.24,28043.89,27843.32,27976.84,,,,,,,
8/11/2020,27961.64,28154.88,27624.51,27686.91,,,,,,,
8/10/2020,27488.21,27803.86,27488.21,27791.44,,,,,,,
8/7/2020,27321.68,27456.24,27223.55,27433.48,,,,,,,
8/6/2020,27170.82,27394.1,27145.25,27386.98,,,,,,,
8/5/2020,26924.78,27221.67,26924.78,27201.52,,,,,,,
8/4/2020,26664.61,26832.72,26597.82,26828.47,,,,,,,
8/3/2020,26542.32,26707.26,26534.38,26664.4,,,,,,,
7/31/2020,26409.33,26440.02,26013.59,26428.32,,,,,,,
7/30/2020,26367.42,26374.93,25992.28,26313.65,,,,,,,
7/29/2020,26388.44,26602.45,26375.39,26539.57,,,,,,,
7/28/2020,26529.45,26556.84,26361.71,26379.28,,,,,,,
7/27/2020,26447.67,26625.46,26426.92,26584.77,,,,,,,
7/24/2020,26533.41,26625.7,26402.86,26469.89,,,,,,,
7/23/2020,26955.97,26973.85,26560.04,26652.33,,,,,,,
7/22/2020,26824.56,27035.24,26794.19,27005.84,,,,,,,
7/21/2020,26833.14,27025.38,26766.22,26840.4,,,,,,,
7/20/2020,26660.29,26765.02,26504.2,26680.87,,,,,,,
7/17/2020,26774.62,26808.43,26619.88,26671.95,,,,,,,
7/16/2020,26746.57,26879.16,26590.01,26734.71,,,,,,,
7/15/2020,27009.81,27071.33,26692.48,26870.1,,,,,,,
7/14/2020,26044.17,26690.52,25994.98,26642.59,,,,,,,
7/13/2020,26225.07,26639.09,26044.23,26085.8,,,,,,,
7/10/2020,25690.35,26101.32,25637.5,26075.3,,,,,,,
7/9/2020,26094.92,26103.28,25523.51,25706.09,,,,,,,
7/8/2020,25950.06,26109.49,25816.25,26067.28,,,,,,,
7/7/2020,26172.01,26174.93,25866.58,25890.18,,,,,,,
7/6/2020,25996.08,26297.53,25996.08,26287.03,,,,,,,
7/2/2020,25936.45,26204.41,25778.12,25827.36,,,,,,,
7/1/2020,25879.38,26019.31,25713.61,25734.97,,,,,,,
6/30/2020,25512.43,25905.38,25475.14,25812.88,,,,,,,
6/29/2020,25152.45,25601.15,25096.16,25595.8,,,,,,,
6/26/2020,25641.69,25641.69,24971.03,25015.55,,,,,,,
6/25/2020,25365.22,25769.61,25209.79,25745.6,,,,,,,
6/24/2020,25992.96,25992.96,25296.73,25445.94,,,,,,,
6/23/2020,26159.39,26314.97,26105.97,26156.1,,,,,,,
6/22/2020,25865.08,26059.81,25667.68,26024.96,,,,,,,
6/19/2020,26213.1,26451.44,25759.66,25871.46,,,,,,,
6/18/2020,26016.45,26154.2,25848.53,26080.1,,,,,,,
6/17/2020,26330.52,26400.07,26068.41,26119.61,,,,,,,
6/16/2020,26326.68,26611.03,25811.7,26289.98,,,,,,,
6/15/2020,25270.39,25891.58,24843.18,25763.16,,,,,,,
6/12/2020,25659.42,25965.55,25078.41,25605.54,,,,,,,
6/11/2020,26282.51,26294.08,25082.72,25128.17,,,,,,,
6/10/2020,27251.89,27355.22,26938.05,26989.99,,,,,,,
6/9/2020,27447.37,27447.37,27151.06,27272.3,,,,,,,
6/8/2020,27232.93,27580.21,27232.48,27572.44,,,,,,,
6/5/2020,26836.8,27338.3,26836.8,27110.98,,,,,,,
6/4/2020,26226.49,26384.1,26082.31,26281.82,,,,,,,
6/3/2020,25906.88,26337.75,25906.88,26269.89,,,,,,,
6/2/2020,25582.52,25743.13,25523.74,25742.65,,,,,,,
6/1/2020,25342.99,25508.83,25220.66,25475.02,,,,,,,
5/29/2020,25324.15,25482.8,25031.67,25383.11,,,,,,,
5/28/2020,25697.36,25758.79,25358.73,25400.64,,,,,,,
5/27/2020,25298.63,25551.56,25009.87,25548.27,,,,,,,
5/26/2020,24781.84,25176.42,24781.84,24995.11,,,,,,,
5/22/2020,24461.98,24481.64,24294.07,24465.16,,,,,,,
5/21/2020,24564.27,24718.46,24370.88,24474.12,,,,,,,
5/20/2020,24455.94,24649.48,24455.94,24575.9,,,,,,,
5/19/2020,24577.48,24599.5,24202.96,24206.86,,,,,,,
5/18/2020,24059.98,24708.54,24059.98,24597.37,,,,,,,
5/15/2020,23454.83,23730.08,23354.15,23685.42,,,,,,,
5/14/2020,23049.06,23630.86,22789.62,23625.34,,,,,,,
5/13/2020,23702.16,23708.9,23067.64,23247.97,,,,,,,
5/12/2020,24292.84,24382.09,23761.58,23764.78,,,,,,,
5/11/2020,24256.45,24366.21,24070.22,24221.99,,,,,,,
5/8/2020,24107.82,24349.9,24107.05,24331.32,,,,,,,
5/7/2020,23837.21,24094.62,23834.39,23875.89,,,,,,,
5/6/2020,23978.88,24054.59,23661.14,23664.64,,,,,,,
5/5/2020,23958.88,24169.72,23868.91,23883.09,,,,,,,
5/4/2020,23581.55,23769.56,23361.16,23749.76,,,,,,,
5/1/2020,24120.78,24120.78,23645.3,23723.69,,,,,,,
4/30/2020,24585.57,24585.57,24186.9,24345.72,,,,,,,
4/29/2020,24490.37,24764.77,24453.99,24633.86,,,,,,,
4/28/2020,24357.17,24512.24,24031.2,24101.55,,,,,,,
4/27/2020,23866.15,24207.65,23840.61,24133.78,,,,,,,
4/24/2020,23628.24,23826,23417.68,23775.27,,,,,,,
4/23/2020,23543.09,23885.36,23483.35,23515.26,,,,,,,
4/22/2020,23437.34,23613.1,23339.6,23475.82,,,,,,,
4/21/2020,23365.25,23365.25,22941.88,23018.88,,,,,,,
4/20/2020,24095.1,24108.69,23627.19,23650.44,,,,,,,
4/17/2020,23817.15,24264.21,23817.15,24242.49,,,,,,,
4/16/2020,23543.66,23598.08,23211.38,23537.68,,,,,,,
4/15/2020,23600.72,23649.72,23233.32,23504.35,,,,,,,
4/14/2020,23690.57,24040.58,23683.44,23949.76,,,,,,,
4/13/2020,23698.93,23698.93,23095.35,23390.77,,,,,,,
4/9/2020,23690.66,24008.99,23504.09,23719.37,,,,,,,
4/8/2020,22893.47,23513.4,22682.99,23433.57,,,,,,,
4/7/2020,23537.44,23617.24,22634.45,22653.86,,,,,,,
4/6/2020,21693.63,22783.45,21693.63,22679.99,,,,,,,
4/3/2020,21285.93,21447.81,20863.09,21052.53,,,,,,,
4/2/2020,20819.46,21477.77,20735.02,21413.44,,,,,,,
4/1/2020,21227.38,21487.24,20784.43,20943.51,,,,,,,
3/31/2020,22208.42,22480.37,21852.08,21917.16,,,,,,,
3/30/2020,21678.22,22378.09,21522.08,22327.48,,,,,,,
3/27/2020,21898.47,22327.57,21469.27,21636.78,,,,,,,
3/26/2020,21468.38,22595.06,21427.1,22552.17,,,,,,,
3/25/2020,21050.34,22019.93,20538.34,21200.55,,,,,,,
3/24/2020,19722.19,20737.7,19649.25,20704.91,,,,,,,
3/23/2020,19028.36,19121.01,18213.65,18591.93,,,,,,,
3/20/2020,20253.15,20531.26,19094.27,19173.98,,,,,,,
3/19/2020,19830.01,20442.63,19177.13,20087.19,,,,,,,
3/18/2020,20188.69,20489.33,18917.46,19898.92,,,,,,,
3/17/2020,20487.05,21379.35,19882.26,21237.38,,,,,,,
3/16/2020,20917.53,21768.28,20116.46,20188.52,,,,,,,
3/13/2020,21973.82,23189.76,21285.37,23185.62,,,,,,,
3/12/2020,22184.71,22837.95,21154.46,21200.62,,,,,,,
3/11/2020,24604.63,24604.63,23328.32,23553.22,,,,,,,
3/10/2020,24453,25020.99,23690.34,25018.16,,,,,,,
3/9/2020,24992.36,24992.36,23706.07,23851.02,,,,,,,
3/6/2020,25457.21,25994.38,25226.62,25864.78,,,,,,,
3/5/2020,26671.92,26671.92,25943.33,26121.28,,,,,,,
3/4/2020,26383.68,27102.34,26286.31,27090.86,,,,,,,
3/3/2020,26762.47,27084.59,25706.28,25917.41,,,,,,,
3/2/2020,25590.51,26706.17,25391.96,26703.32,,,,,,,
2/28/2020,25270.83,25494.24,24681.01,25409.36,,,,,,,
2/27/2020,26526,26775.31,25752.82,25766.64,,,,,,,
2/26/2020,27159.46,27542.78,26890.97,26957.59,,,,,,,
2/25/2020,28037.65,28149.2,26997.62,27081.36,,,,,,,
2/24/2020,28402.93,28402.93,27912.44,27960.8,,,,,,,
2/21/2020,29146.53,29146.53,28892.7,28992.41,,,,,,,
2/20/2020,29296.25,29368.45,28959.65,29219.98,,,,,,,
2/19/2020,29312.7,29409.09,29274.38,29348.03,,,,,,,
2/18/2020,29282.78,29330.16,29116.81,29232.19,,,,,,,
2/17/2020,29398.08,29398.08,29398.08,29398.08,,,,,,,
2/14/2020,29440.47,29463.04,29283.18,29398.08,,,,,,,
2/13/2020,29436.03,29535.4,29345.93,29423.31,,,,,,,
2/12/2020,29406.75,29568.57,29406.75,29551.42,,,,,,,
2/11/2020,29390.71,29415.39,29210.47,29276.34,,,,,,,
2/10/2020,28995.66,29278.07,28995.66,29276.82,,,,,,,
2/7/2020,29286.92,29286.92,29056.98,29102.51,,,,,,,
2/6/2020,29388.58,29408.05,29246.93,29379.77,,,,,,,
2/5/2020,29048.73,29308.89,29000.85,29290.85,,,,,,,
2/4/2020,28696.74,28904.88,28696.74,28807.63,,,,,,,
2/3/2020,28319.65,28630.39,28319.65,28399.81,,,,,,,
1/31/2020,28813.04,28813.04,28169.53,28256.03,,,,,,,
1/30/2020,28640.16,28879.71,28489.76,28859.44,,,,,,,
1/29/2020,28820.53,28944.24,28728.19,28734.45,,,,,,,
1/28/2020,28594.28,28823.23,28575.75,28722.85,,,,,,,
1/27/2020,28542.49,28671.79,28440.47,28535.8,,,,,,,
1/24/2020,29230.39,29288.79,28843.31,28989.73,,,,,,,
1/23/2020,29111.02,29190.47,28966.98,29160.09,,,,,,,
1/22/2020,29263.63,29320.2,29172.26,29186.27,,,,,,,
1/21/2020,29269.05,29341.21,29146.47,29196.04,,,,,,,
1/17/2020,29313.31,29373.62,29289.91,29348.1,,,,,,,
1/16/2020,29131.95,29300.32,29131.95,29297.64,,,,,,,
1/15/2020,28901.8,29127.59,28897.35,29030.22,,,,,,,
1/14/2020,28895.5,29054.16,28872.27,28939.67,,,,,,,
1/13/2020,28869.01,28909.91,28819.43,28907.05,,,,,,,
1/10/2020,28977.52,29009.07,28789.1,28823.77,,,,,,,
1/9/2020,28851.97,28988.01,28844.31,28956.9,,,,,,,
1/8/2020,28556.14,28866.18,28522.51,28745.09,,,,,,,
1/7/2020,28639.18,28685.5,28565.28,28583.68,,,,,,,
1/6/2020,28465.5,28708.02,28418.63,28703.38,,,,,,,
1/3/2020,28553.33,28716.31,28500.36,28634.88,,,,,,,
1/2/2020,28638.97,28872.8,28627.77,28868.8,,,,,,,
12/31/2019,28414.64,28547.35,28376.49,28538.44,,,,,,,
12/30/2019,28654.76,28664.69,28428.98,28462.14,,,,,,,
12/27/2019,28675.34,28701.66,28608.98,28645.26,,,,,,,
12/26/2019,28539.46,28624.1,28535.15,28621.39,,,,,,,
12/24/2019,28572.57,28576.8,28503.21,28515.45,,,,,,,
12/23/2019,28491.78,28582.49,28491.78,28551.53,,,,,,,
12/20/2019,28608.64,28608.64,28445.6,28455.09,,,,,,,
12/19/2019,28278.31,28381.48,28278.24,28376.96,,,,,,,
12/18/2019,28291.44,28323.25,28239.28,28239.28,,,,,,,
12/17/2019,28221.75,28328.63,28220.56,28267.16,,,,,,,
12/16/2019,28191.67,28337.49,28191.67,28235.89,,,,,,,
12/13/2019,28123.64,28290.73,28028.32,28135.38,,,,,,,
12/12/2019,27898.34,28224.95,27859.87,28132.05,,,,,,,
12/11/2019,27867.31,27925.5,27801.8,27911.3,,,,,,,
12/10/2019,27900.65,27949.02,27804,27881.72,,,,,,,
12/9/2019,27987.05,28010.42,27906.14,27909.6,,,,,,,
12/6/2019,27839.68,28035.85,27839.68,28015.06,,,,,,,
12/5/2019,27736.05,27745.2,27562.8,27677.79,,,,,,,
12/4/2019,27634.63,27727.45,27612.08,27649.78,,,,,,,
12/3/2019,27501.98,27524.74,27325.13,27502.81,,,,,,,
12/2/2019,28109.74,28109.84,27782.35,27783.04,,,,,,,
11/29/2019,28103.16,28119.51,28042.53,28051.41,,,,,,,
11/27/2019,28156.47,28174.97,28075.23,28164,,,,,,,
11/26/2019,28080.75,28146.02,28042.21,28121.68,,,,,,,
11/25/2019,27917.77,28068.69,27917.77,28066.47,,,,,,,
11/22/2019,27831.23,27898.46,27773.98,27875.62,,,,,,,
11/21/2019,27820.28,27828.33,27708.34,27766.29,,,,,,,
11/20/2019,27879.55,27897.28,27675.28,27821.09,,,,,,,
11/19/2019,28079.76,28090.21,27894.52,27934.02,,,,,,,
11/18/2019,27993.22,28040.97,27969.24,28036.22,,,,,,,
11/15/2019,27843.54,28004.89,27843.54,28004.89,,,,,,,
11/14/2019,27757.2,27800.71,27676.97,27781.96,,,,,,,
11/13/2019,27622.04,27806.4,27587.2,27783.59,,,,,,,
11/12/2019,27701.59,27770.86,27635.32,27691.49,,,,,,,
11/11/2019,27580.66,27714.39,27517.67,27691.49,,,,,,,
11/8/2019,27686.2,27694.95,27578.97,27681.24,,,,,,,
11/7/2019,27590.16,27774.67,27590.16,27674.8,,,,,,,
11/6/2019,27502.74,27526.05,27407.81,27492.56,,,,,,,
11/5/2019,27500.23,27560.36,27453.55,27492.63,,,,,,,
11/4/2019,27402.06,27517.58,27402.06,27462.11,,,,,,,
11/1/2019,27142.95,27347.43,27142.95,27347.36,,,,,,,
10/31/2019,27188.37,27188.37,26918.29,27046.23,,,,,,,
10/30/2019,27110.71,27204.36,26999.64,27186.69,,,,,,,
10/29/2019,27061.07,27165.94,27039.76,27071.42,,,,,,,
10/28/2019,27040.33,27167.88,27028.71,27090.72,,,,,,,
10/25/2019,26789.61,27015.37,26765.68,26958.06,,,,,,,
10/24/2019,26893.93,26931.78,26714.34,26805.53,,,,,,,
10/23/2019,26835.24,26896.89,26745,26833.95,,,,,,,
10/22/2019,26850.43,26946.64,26782.61,26788.1,,,,,,,
10/21/2019,26852.67,26852.67,26747.62,26827.64,,,,,,,
10/18/2019,27004.49,27018.25,26770.13,26770.2,,,,,,,
10/17/2019,27032.38,27112.16,26970.29,27025.88,,,,,,,
10/16/2019,26972.31,27058.34,26943.29,27001.98,,,,,,,
10/15/2019,26811.2,27120.11,26811.2,27024.8,,,,,,,
10/14/2019,26766.43,26874.33,26749.18,26787.36,,,,,,,
10/11/2019,26694.2,27013.97,26694.2,26816.59,,,,,,,
10/10/2019,26317.35,26603.31,26314.51,26496.67,,,,,,,
10/9/2019,26308.23,26424.31,26249.75,26346.01,,,,,,,
10/8/2019,26276.59,26421.81,26139.8,26164.04,,,,,,,
10/7/2019,26502.33,26655.84,26424.54,26478.02,,,,,,,
10/4/2019,26271.7,26590.74,26271.7,26573.72,,,,,,,
10/3/2019,26039.02,26205.2,25743.46,26201.04,,,,,,,
10/2/2019,26425.86,26438.04,25974.12,26078.62,,,,,,,
10/1/2019,26962.54,27046.21,26562.22,26573.04,,,,,,,
9/30/2019,26852.33,26998.86,26852.33,26916.83,,,,,,,
9/27/2019,26987.26,27012.54,26715.82,26820.25,,,,,,,
9/26/2019,27004.11,27015.07,26803.84,26891.12,,,,,,,
9/25/2019,26866.71,27016.56,26755.86,26970.71,,,,,,,
9/24/2019,27034.07,27079.68,26704.96,26807.77,,,,,,,
9/23/2019,26851.45,27011.07,26831.34,26949.99,,,,,,,
9/20/2019,27102.18,27194.75,26926.68,26935.07,,,,,,,
9/19/2019,27186.05,27272.17,27064.21,27094.79,,,,,,,
9/18/2019,27075.39,27161.93,26899.15,27147.08,,,,,,,
9/17/2019,27010.12,27110.8,26984.14,27110.8,,,,,,,
9/16/2019,27146.06,27172.87,27032.56,27076.82,,,,,,,
9/13/2019,27216.67,27277.55,27193.95,27219.52,,,,,,,
9/12/2019,27197.32,27306.73,27105.01,27182.45,,,,,,,
9/11/2019,26928.05,27137.04,26885.48,27137.04,,,,,,,
9/10/2019,26805.83,26909.43,26717.05,26909.43,,,,,,,
9/9/2019,26866.23,26900.83,26762.18,26835.51,,,,,,,
9/6/2019,26790.25,26860.87,26708.39,26797.46,,,,,,,
9/5/2019,26603.15,26836.3,26603.15,26728.15,,,,,,,
9/4/2019,26301.99,26362.35,26244.44,26355.47,,,,,,,
9/3/2019,26198.26,26198.26,25978.22,26118.02,,,,,,,
